Name,Department,Affiliation,Homepage,Matched Areas
Ryan Stutsman,University of Utah,University of Utah,https://faculty.utah.edu/u0982239-Ryan_Stutsman/teaching/index.hml,"eurosys, isca, micro, mobicom, nsdi, osdi, sosp, usenixatc, vldb"
Rym Zalila-Wenkstern,University of Texas at Dallas,University of Texas at Dallas,http://www.utdallas.edu/~rmili,icse
Ryo Suzuki 0001,University of Colorado Boulder,University of Colorado Boulder,https://ryosuzuki.org,"chiconf, icra, icse, iros, uist, vr"
Ryohei Kanzaki,University of Tokyo,University of Tokyo,http://www.rcast.u-tokyo.ac.jp/research/people/staff-kanzaki_ryohei_en.html,iros
Ryszard Janicki,McMaster University,McMaster University,http://www.cas.mcmaster.ca/~janicki,"cav, icse"
Ryuhei Mori,Tokyo Institute of Technology,Tokyo Institute of Technology,http://q.c.titech.ac.jp/profile.html,"focs, stoc"
Ryuma Niiyama,University of Tokyo,University of Tokyo,http://www.isi.imi.i.u-tokyo.ac.jp/en/member.html,"chiconf, icra, iros, uist"
Ryusuke Sagawa,University of Tsukuba,University of Tsukuba,https://staff.aist.go.jp/ryusuke.sagawa,"cvpr, eccv, iccv, icra, iros"
Rémi Emonet,Université Jean Monnet,Université Jean Monnet,http://home.heeere.com,"aaai, cvpr, emnlp, icml, ijcai, nips"
Rémi Gilleron,CRIStAL,CRIStAL,https://sites.google.com/view/remi-gilleron,focs
Rüdiger Dillmann,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,http://his.anthropomatik.kit.edu/21_321.php,"icml, icra, iros, rss"
Rüdiger Ehlers,TU Clausthal,TU Clausthal,https://www.isse.tu-clausthal.de/ueber-uns/team-neu/institutsverwaltung/prof-dr-ruediger-ehlers,"aaai, cav, iros, rss, rtss"
Rüdiger Kapitza,TU Braunschweig,TU Braunschweig,https://www.ibr.cs.tu-bs.de/users/kapitza,"eurosys, ndss, osdi, usenixatc, usenixsec"
Rüdiger L. Urbanke,EPFL,EPFL,https://people.epfl.ch/rudiger.urbanke,"icml, nips, soda, stoc"
Rüdiger Reischuk,University of Lübeck,University of Lübeck,http://www.tcs.uni-luebeck.de/mitarbeiter/reischuk,"aaai, focs, stoc"
Rüdiger Westermann,TU Munich,TU Munich,https://wwwcg.in.tum.de/group/persons/westermann.html,"cvpr, eurographics, nips, siggraph, vis"
S. Dov Gordon,George Mason University,George Mason University,http://cs.gmu.edu/~gordon,"ccs, crypto, eurocrypt, pets, stoc, usenixsec"
S. Matthew Weinberg,Princeton University,Princeton University,https://www.cs.princeton.edu/~smattw,"aaai, ccs, ec, focs, iclr, icml, nips, soda, stoc, usenixsec, wine, www"
S. Rao Kosaraju,Johns Hopkins University,Johns Hopkins University,http://www.cs.jhu.edu/~kosaraju,"focs, ijcai, soda, sosp, stoc"
S. S. Iyengar 0001,Florida International University,Florida International University,http://users.cis.fiu.edu/~iyengar,icra
S. Shankar Sastry,Univ. of California - Berkeley,Univ. of California - Berkeley,http://robotics.eecs.berkeley.edu/~sastry,"aaai, cvpr, eccv, emsoft, iccv, iclr, icra, iros, nips, recomb, rss"
S. Sitharama Iyengar,Florida International University,Florida International University,http://users.cis.fiu.edu/~iyengar,"aaai, cvpr, icra"
S. V. N. Vishwanathan,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/vishy,"chiconf, cvpr, emnlp, eurographics, iclr, icml, ismb, kdd, nips, soda, vldb, www"
S. Venkatesh 0001,University of Victoria,University of Victoria,http://www.cs.uvic.ca/~venkat,"focs, icde, kdd, nips, sigmod, stoc, vldb"
Saad Biaz,Auburn University,Auburn University,http://www.eng.auburn.edu/users/sbiaz,"imc, mobisys"
Saad Hassan,Tulane University,Tulane University,https://sse.tulane.edu/cs/faculty/hassan,"chiconf, cvpr, nips"
Saad Mneimneh,CUNY,CUNY,http://www.cs.hunter.cuny.edu/~saad,sigcse
Saadia Gabriel,Univ. of California - Los Angeles,Univ. of California - Los Angeles,https://saadiagabriel.com,"aaai, acl, emnlp, iros, naacl, ubicomp"
Saba Alimadadi,Simon Fraser University,Simon Fraser University,http://www.ece.ubc.ca/~saba,"fse, icse, oopsla"
Saba Eskandarian,University of North Carolina,University of North Carolina,https://www.cs.unc.edu/~saba,"ccs, ndss, oakland, pets, usenixsec, vldb"
Sabarish V. Babu,Clemson University,Clemson University,http://sbabu.people.clemson.edu,"sigcse, vr"
Sabine Bergler,Concordia University,Concordia University,http://www.cs.concordia.ca/~bergler,"aaai, acl"
Sabine Glesner,TU Berlin,TU Berlin,https://www.sese.tu-berlin.de/menue/ueber_uns/team/sabine_glesner,icse
Sabine Schulte im Walde,University of Stuttgart,University of Stuttgart,https://www.ims.uni-stuttgart.de/institut/mitarbeiter/schulte,"acl, emnlp, naacl"
Sabine Süsstrunk,EPFL,EPFL,http://ivrl.epfl.ch/people/susstrunk,"cvpr, eccv, eurographics, iccv, iclr, icml, nips, siggraph"
Sabrina M. Neuman,Boston University,Boston University,https://sites.bu.edu/sneuman,"asplos, dac, icra, iros, isca, micro"
Sachin Kumar,Ohio State University,Ohio State University,https://shocheen.com,naacl
Sadao Kurohashi,Kyoto University,Kyoto University,http://nlp.ist.i.kyoto-u.ac.jp/member/kuro/index.html,"aaai, acl, emnlp, naacl"
Saeed Hassanpour,Dartmouth College,Dartmouth College,https://www.hassanpourlab.com,"acl, iccv, iclr, naacl"
Saeed Salem,North Dakota State University,North Dakota State University,http://www.cs.ndsu.nodak.edu/~ssalem,icse
Saeid Tizpaz-Niari,University of Illinois at Chicago,University of Illinois at Chicago,https://tizpaz.github.io,"aaai, cav, icse, issta, ndss"
Safwan Wshah,University of Vermont,University of Vermont,https://www.uvm.edu/cems/cs/profiles/safwan-wshah,aaai
Sageev Oore,Dalhousie University,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/sageev-oore.html,"eurographics, iclr, icml, nips, uist"
Sagnik Ray Choudhury,University of North Texas,University of North Texas,https://facultyinfo.unt.edu/faculty-profile?profile=sr2004,emnlp
Sahand Negahban,Yale University,Yale University,http://www.stat.yale.edu/~snn7,"icml, nips"
Sahil Singla 0001,Georgia Institute of Technology,Georgia Institute of Technology,https://www.cc.gatech.edu/~ssingla7,"ec, focs, nips, soda, stoc, wine"
Sahin Albayrak,TU Berlin,TU Berlin,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/albayrak,ubicomp
Sai Praneeth Karimireddy,University of Southern California,University of Southern California,https://spkreddy.org,"iclr, icml, nips"
Sai Qian Zhang,New York University,New York University,https://www.saiqianzhang.com,"aaai, asplos, cvpr, eccv, hpca, ics, isca, nips, sc, vr"
Sai Swaminathan,University of Tennessee,University of Tennessee,https://eecs.utk.edu/people/sai-swaminathan,"chiconf, sigcse, ubicomp, uist"
Sai Wu,Zhejiang University,Zhejiang University,http://mypage.zju.edu.cn/en/wusai,"aaai, iccv, icde, iclr, icml, ijcai, kdd, nips, sigir, sigmod, vldb, www"
Saibal Mukhopadhyay,Georgia Institute of Technology,Georgia Institute of Technology,https://greenlab.ece.gatech.edu/members/professor,"dac, eccv, hpca, iccad, iclr, icra, isca, nips"
Saikat Dutta 0001,Cornell University,Cornell University,https://www.cs.cornell.edu/~saikatd,"fse, iclr, icse, issta"
Saining Xie,New York University,New York University,https://www.sainingxie.com,"cvpr, eccv, emnlp, iccv, iclr, icml, nips"
Sainyam Galhotra,Cornell University,Cornell University,http://sainyamgalhotra.com,"aaai, fse, icde, nips, sigmod, vldb, www"
Saiph Savage,Northeastern University,Northeastern University,http://www.saiph.org,"chiconf, ubicomp, www"
Sajal K. Das 0001,Missouri University of Technology,Missouri University of Technology,https://sites.google.com/a/mst.edu/sdas,"aaai, hpdc, mobicom, rtss, sc"
Sajin Koroth,University of Victoria,University of Victoria,https://web.uvic.ca/~skoroth,stoc
Sajjan G. Shiva,University of Memphis,University of Memphis,https://www.memphis.edu/cs/people/faculty_pages/sajjan-shiva.php,"dac, rtss"
Saku Sugawara,National Institute of Informatics,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/digital_content/sugawara_saku,"aaai, acl, emnlp"
Salil P. Vadhan,Harvard University,Harvard University,http://www.eecs.harvard.edu/~salil,"ccs, chiconf, crypto, ec, eurocrypt, focs, icml, nips, pets, pods, soda, stoc, wine"
Salil S. Kanhere,UNSW,UNSW,http://www.cse.unsw.edu.au/~salilk,"aaai, ijcai, oakland, pets, ubicomp"
Salvatore J. Stolfo,Columbia University,Columbia University,http://www.cs.columbia.edu/~sal,"aaai, ccs, icml, ijcai, isca, ismb, kdd, ndss, oakland, sigmod, usenixsec"
Sam H. Noh,Virginia Tech,Virginia Tech,https://next.cs.vt.edu,"asplos, emsoft, eurosys, fast, icde, micro, osdi, sigmetrics, usenixatc, vldb"
Sam Kriegman,Northwestern University,Northwestern University,https://skriegman.github.io,"iclr, icra, iros, rss"
Sam Kumar,Univ. of California - Los Angeles,Univ. of California - Los Angeles,https://www.samkumar.org,"nsdi, osdi, sensys, usenixsec"
Sam Lau,Univ. of California - San Diego,Univ. of California - San Diego,https://www.samlau.me,"chiconf, sigcse"
Sam Malek,Univ. of California - Irvine,Univ. of California - Irvine,http://www.ics.uci.edu/~malek,"ase, chiconf, fse, icse, issta"
Sam Tobin-Hochstadt,Indiana University,Indiana University,http://www.ccs.neu.edu/home/samth,"icfp, oopsla, pldi, popl"
Sam Toueg,University of Toronto,University of Toronto,http://www.cs.toronto.edu/theory/People.html,"focs, pods, sigmod, stoc"
Sam Westrick,New York University,New York University,https://cs.nyu.edu/~shw8119,"icfp, pldi, popl"
Saman A. Zonouz,Georgia Institute of Technology,Georgia Institute of Technology,https://sites.google.com/site/samanzonouz4n6,"aaai, ccs, icra, iros, mobisys, ndss, nips, usenixsec"
Saman P. Amarasinghe,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://people.csail.mit.edu/saman,"asplos, hpca, icml, isca, micro, nips, oopsla, pldi, popl, sc, siggraph, sosp, usenixsec, vldb"
Samantha Kleinberg,Stevens Institute of Technology,Stevens Institute of Technology,http://www.skleinberg.org,"aaai, ijcai, ubicomp"
Samantha M. W. Wood,Indiana University,Indiana University,https://luddy.indiana.edu/contact/profile/index.html?Samantha_Wood,"iclr, nips"
Samantha Reig,University of Massachusetts Lowell,University of Massachusetts Lowell,https://samreig.com,chiconf
Samarjit Chakraborty,University of North Carolina,University of North Carolina,https://www.cs.unc.edu/~samarjit,"dac, emsoft, iccad, ics, rtas, rtss, sigcomm"
Sameer Patil,University of Utah,University of Utah,https://www.sameerpatil.com,"ccs, chiconf, nsdi, pets, usenixsec"
Samer Al-Kiswany,University of Waterloo,University of Waterloo,https://cs.uwaterloo.ca/~alkiswan,"eurosys, fast, hpdc, ics, icse, nsdi, osdi, sosp, vldb"
Samet Oymak,University of Michigan,University of Michigan,http://www.sametoymak.com,"aaai, cvpr, iclr, icml, kdd, nips"
Samik Basu 0001,Iowa State University,Iowa State University,http://www.cs.iastate.edu/~sbasu,"aaai, ase, fse, ijcai, popl, sosp, www"
Samir Khuller,Northwestern University,Northwestern University,https://www.samirkhuller.com,"focs, icde, icml, ijcai, pods, recomb, soda, stoc"
Samir Ranjan Das,Stony Brook University,Stony Brook University,http://www3.cs.stonybrook.edu/~samir,"imc, mobicom, mobisys, nsdi, sensys, sigcomm, sigmetrics, ubicomp, www"
Samira Ebrahimi Kahou,University of Calgary,University of Calgary,https://saebrahimi.github.io,"aaai, cvpr, iccv, iclr, icml, nips"
Samira Manabi Khan,University of Virginia,University of Virginia,http://www.cs.virginia.edu/~smk9u,"asplos, dac, eurosys, hpca, ics, iros, isca, micro, sigmetrics, sosp, usenixsec"
Samira Mirbagher Ajorpaz,North Carolina State University,North Carolina State University,https://mirbagher.com,"isca, micro"
Samira Sadaoui,University of Regina,University of Regina,http://www.cs.uregina.ca/People/Profiles/SamiraSadaouiMouhoub.html,sc
Samira Shaikh,UNC - Charlotte,UNC - Charlotte,https://webpages.uncc.edu/sshaikh2,"aaai, chiconf, eurographics"
Samitha Elvitigala,Monash University,Monash University,https://research.monash.edu/en/persons/don-samitha-samitha-elvitigala,"chiconf, ubicomp, uist"
Sampath Kannan,University of Pennsylvania,University of Pennsylvania,https://www.cis.upenn.edu/~kannan,"ccs, crypto, ec, emnlp, focs, iclr, icra, iros, nips, oakland, popl, recomb, soda, stoc, www"
Samson Zhou,Texas A&M University,Texas A&M University,https://samsonzhou.github.io,"ccs, crypto, eurocrypt, focs, iclr, icml, kdd, nips, oakland, pods, recomb, soda, stoc"
Samuel B. Hopkins,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://www.samuelbhopkins.com,"crypto, eurocrypt, focs, iclr, nips, soda, stoc"
Samuel Carton,University of New Hampshire,University of New Hampshire,https://shcarton.github.io,"aaai, acl, chiconf, emnlp, kdd, sigir"
Samuel Hym,CRIStAL,CRIStAL,https://www.cristal.univ-lille.fr/profil/hym,cav
Samuel Kadoury,Polytechnique Montreal,Polytechnique Montreal,https://www.polymtl.ca/expertises/en/kadoury-samuel,"icml, icra"
Samuel Kaski,Aalto University,Aalto University,https://users.ics.aalto.fi/sami,"aaai, chiconf, cvpr, iclr, icml, ijcai, iros, ismb, kdd, nips, pets, recomb, sigir"
Samuel Kounev,University of Würzburg,University of Würzburg,https://se.informatik.uni-wuerzburg.de/software-engineering-group/staff/samuel-kounev,"ase, usenixsec, vldb"
Samuel Madden 0001,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://db.csail.mit.edu/madden,"aaai, chiconf, cvpr, eccv, eurosys, fse, iccv, icde, kdd, mobicom, mobisys, nips, nsdi, oopsla, osdi, pldi, sensys, sigmod, sosp, ubicomp, vldb, www"
Samuel N. Kamin,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://loome.cs.uiuc.edu/kamin,"issta, popl, sigcse"
Samuel R. Buss,Univ. of California - San Diego,Univ. of California - San Diego,http://www.math.ucsd.edu/~sbuss,"aaai, focs, lics, soda, stoc, vr"
Samuel T. King,Univ. of California - Davis,Univ. of California - Davis,https://bob.cs.ucdavis.edu,"asplos, ccs, isca, ndss, oakland, osdi, sigcomm, sosp, ubicomp, usenixatc, usenixsec, www"
Samuel Z. Guyer,Tufts University,Tufts University,http://www.cs.tufts.edu/~sguyer,"oopsla, pldi, sigcse"
Samy Meftali,CRIStAL,CRIStAL,https://www.cristal.univ-lille.fr/profil/meftali,dac
Sanaz Mostaghim,University of Magdeburg,University of Magdeburg,http://ci.ovgu.de,icra
Sanchari Das,University of Denver,University of Denver,https://ritchieschool.du.edu/about/people/sanchari-das,"chiconf, ndss, pets, usenixsec, vr"
Sanchuan Chen,Auburn University,Auburn University,https://schuan.github.io,"ccs, oakland, usenixsec"
Sanda M. Harabagiu,University of Texas at Dallas,University of Texas at Dallas,http://www.utdallas.edu/~sanda,"aaai, acl, emnlp, ijcai, naacl, nips, sigir, www"
Sandeep K. S. Gupta,Arizona State University,Arizona State University,https://cidse.engineering.asu.edu/directory/gupta-sandeep,"aaai, hpdc, mobicom, sc"
Sandeep Kaur Kuttal,North Carolina State University,North Carolina State University,https://www.csc.ncsu.edu/people/skuttal,"chiconf, fse"
Sandeep Neema,Vanderbilt University,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=sandeep-neema,"dac, emsoft, rtas, rtss"
Sandeep Silwal,University of Wisconsin - Madison,University of Wisconsin - Madison,https://sandeepsilwal.com,"focs, iclr, icml, nips, pods, soda"
Sander J. J. Leemans,RWTH Aachen University,RWTH Aachen University,https://leemans.ch/Sander,ijcai
Sandhya Dwarkadas,University of Virginia,University of Virginia,https://engineering.virginia.edu/faculty/sandhya-dwarkadas,"asplos, eurosys, hpca, icde, ics, isca, micro, nsdi, sc, sigcomm, sigir, sigmetrics, sosp, usenixatc, usenixsec"
Sandhya Saisubramanian,Oregon State University,Oregon State University,https://www.sandhyasai.com,"aaai, icra, ijcai, iros"
Sandip Sen,University of Tulsa,University of Tulsa,http://sandip.ens.utulsa.edu,"aaai, icml, ijcai"
Sandiway Fong,University of Arizona,University of Arizona,http://elmo.sbs.arizona.edu/sandiway,"acl, ijcai"
Sandra Carberry,University of Delaware,University of Delaware,https://www.eecis.udel.edu/~carberry,"aaai, acl, icml, ijcai, sigir"
Sandra Hirche,TU Munich,TU Munich,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/visitenkarte.show_vcard?$ctx=design=ca2;header=max;lang=de&pPersonenGruppe=3&pPersonenId=F8E4B4CD2678ABC1,"aaai, icml, icra, iros, nips, rss"
Sandra Kübler,Indiana University,Indiana University,https://cl.indiana.edu/~skuebler,"acl, emnlp"
Sandra Zilles,University of Regina,University of Regina,http://www.cs.uregina.ca/People/Profiles/SandraZilles.html,"aaai, ijcai, nips"
Sandro Fouché,Towson University,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/sfouche.html,issta
Sandy Irani,Univ. of California - Irvine,Univ. of California - Irvine,https://www.ics.uci.edu/~irani,"dac, focs, iccad, sigcse, soda, stoc"
Sang Won Lee 0002,Virginia Tech,Virginia Tech,http://people.cs.vt.edu/sangwonlee,"chiconf, uist"
Sang Woo Jun,Univ. of California - Irvine,Univ. of California - Irvine,https://www.ics.uci.edu/~swjun,"dac, fast, ics, isca, micro, vldb"
Sang-Yoon Chang,UCCS,UCCS,https://academics.uccs.edu/~schang2,"hpdc, mobicom"
Sangeetha Abdu Jyothi,Univ. of California - Irvine,Univ. of California - Irvine,https://www.ics.uci.edu/~sabdujyo,"aaai, asplos, nsdi, osdi, sc, sigcomm, sigmetrics"
Sanghamitra Dutta,University of Maryland - College Park,University of Maryland - College Park,https://www.cs.umd.edu/people/sanghamd,"aaai, iclr, icml, nips"
Sanghyun Hong 0001,Oregon State University,Oregon State University,https://sanghyun-hong.github.io,"aaai, ccs, chiconf, iclr, icml, issta, nips, oakland, usenixsec, vis"
