institution,latitude,longitude,street_address,city,zip_code,country
IIT Jodhpur,26.271387,73.03333,Old Residency Road,Jodhpur,342011,India
Universidad de Zaragoza,42.56856,-0.5541882,Calle De Enrique Balcells,Jaca,22700,Spain
American Sociological Assoc,40.30268,-80.06325,Limestone Drive,Bethel Park,15102,United States
Saarland University,49.254284,7.0415072,Campus,Saarbrücken,66123,Germany
VISTEC,13.001653,101.44131,21210,Wang Chan,,Thailand
Polytechnic University of Catalonia,41.82046,1.86768,08650,Sallent,,Spain
"Coremap, Inc.",44.56581,-73.19055,Moonlight Ridge,Colchester,05446,United States
Aclarity Inc.,42.1586,-71.39336,Industrial Park Road,Medway,02053,United States
University of Amsterdam,52.368134,4.8898044,Handboogstraat,Amsterdam,1012 XM,Netherlands
Rutgers University,40.74069,-74.17489,University Avenue,Newark,07102,United States
University of Birmingham,52.452297,-1.9312857,Ring Road North,Birmingham,B15 2SB,United Kingdom
"University Of California, Santa Cruz",37.86489,-122.26749,Haste Street,Berkeley,94704,United States
Pacific Resources For Education And Learning,21.308498,-157.86154,South King Street,Honolulu,96813,United States
Open University UK,52.024536,-0.7092748,East Lane,Milton Keynes,MK7 6AA,United Kingdom
University of Colorado Boulder,40.00694,-105.26639,Baker Drive,Boulder,80310,United States
Ecole Normale Superieure de Rennes,48.045746,-1.7460712,Rue Blaise Pascal,Bruz,35170,France
The Catholic University of Korea,37.500443,127.00552,서초중앙로29길,Seoul,06591,South Korea
IPI PAN,52.22581,20.949913,Jana Kazimierza,Warszawa,01-248,Poland
Bar-Ilan University,32.06933,34.84334,אוניברסיטת בר-אילן,Ramat Gan,,Israel
University of New Hampshire,43.138264,-70.93238,Edgewood Road,Durham,03824,United States
Universidade de Lisboa,38.74792,-9.153769,Avenida Das Forças Armadas,Lisboa,1600-276,Portugal
Birkbeck University of London,51.521847,-0.1302155,Malet Street,London,WC1E 7JN,United Kingdom
Zhejiang University,30.29638,120.07206,310030,Hangzhou Shi,,China
NJIT,40.74262,-74.1811,Lock Street,Newark,07103,United States
TU Kaiserslautern,49.424614,7.7542143,Gottlieb-Daimler-Straße,Kaiserslautern,67663,Germany
University of Tsukuba,36.10705,140.10066,天久保3丁目4番,つくば市,305-0006,Japan
LIU Post,53.959255,-166.59181,Eider Point Track,Unalaska,99685,United States
University of Notre Dame,41.704567,-86.23822,Zahm Dr,South Bend,46556,United States
Univ. of California - Los Angeles,34.070877,-118.44685,Bruin Walk,Los Angeles,90095,United States
Sapienza University of Rome,41.89193,12.51133,Via Luigi Luzzatti,Roma,00185,Italy
Aalborg University,57.015907,9.975308,Pontoppidanstræde,Aalborg,9220,Denmark
University of Toronto,43.663464,-79.39776,Saint George Street,Toronto,M5S 2E5,Canada
University of Queensland,-27.509623,152.99673,Discovery Drive,Brisbane,4068,Australia
University of Pittsburgh,40.444153,-79.96246,Terrace Street,Pittsburgh,15213,United States
University of Strathclyde,55.86188,-4.2419567,Rottenrow,Glasgow,G4 0NG,United Kingdom
University of Victoria,48.469776,-123.31699,Gordon Head Road,Victoria,V8N 3X2,Canada
NYU Shanghai,31.227715,121.52967,200122,Shanghai,,China
University of Florida,29.63288,-82.349014,Southwest 16th Avenue,Gainesville,32608,United States
IIT Hyderabad,17.592276,78.12219,Acad Block Footpath,Kandi,502284,India
NISER,20.169828,85.68385,Khorda - Jatani Road,Jatani,752050,India
UFMS,-20.50457,-54.61355,Rua Ufms,Campo Grande,78081,Brazil
"Higgins Environmental Associates, Inc.",42.85216,-70.95354,Elizabeth Street,Amesbury,01913,United States
Jacobs University Bremen,53.167725,8.651166,Campus Ring,Bremen,28759,Germany
Foresight Science & Technology Incorporated,42.22576,-71.51786,Hayden Rowe Street,Hopkinton,01748,United States
Freie Universitaet Berlin,52.45496,13.296274,Takustraße,Berlin,14195,Germany
"Unar Labs, Llc",43.641624,-70.24101,Pine Street,South Portland,04106,United States
Xonotiv Llc,47.30897,-122.19332,111th Place Southeast,Auburn,98092,United States
University Of Texas Md Anderson Cancer Center,29.760496,-95.363434,Travis Street,Houston,77002,United States
"University Of California, Merced",45.716347,-122.65153,Northeast 20th Avenue,Vancouver,98686,United States
Ocella Inc,38.904705,-86.919205,S Energy Dr,Newberry,47449,United States
History Of Science Society,39.948944,-75.14651,Chestnut Street,Philadelphia,19106,United States
City University Of New York,40.71275,-74.006,Broadway,New York,10007,United States
Washington University In St. Louis,38.658646,-87.17234,Northeast 3rd Street,Washington,47501,United States
"Travera, Inc.",42.41564,-71.12663,Boston Avenue,Medford,02155,United States
Nativus Inc,39.51822,-119.73757,Spice Islands Drive,Sparks,89431,United States
Zebramd Inc.,34.21181,-118.65865,Wiscasset Drive,West Hills,91304,United States
"Soliyarn, Llc",42.39835,-71.1749,Alexander Avenue,Belmont,02478,United States
"Combplex, Inc.",42.42923,-76.43763,Ellis Hollow Road,Ithaca,14850,United States
Ared Llc,56.465733,-132.37585,Case Avenue,Wrangell,99929,United States
"Spectacular Labs, Inc.",37.908253,-122.34525,Harbor View Drive,Richmond,94804,United States
University of Tartu,58.38089,26.719648,Ülikooli,Tartu,50090,Estonia
KTH Royal Institute of Technology,59.201675,17.62032,Kvarnbergagatan,Södertälje,151 36,Sweden
The University of Alabama,33.20944,-87.54149,University Boulevard,Tuscaloosa,35401,United States
PUC-RS,-30.055172,-51.17351,Pucrs,Porto Alegre,91410,Brazil
Axpro Semi,37.33813,-122.04916,Louise Drive,Sunnyvale,94087,United States
Midwestern University,41.827362,-87.99929,31st Street,Downers Grove,60515,United States
Usgs Cascades Volcano Observatory,33.414772,-111.93222,Apache Boulevard,Tempe,85281,United States
"Avanpore, Llc",42.50027,-71.12977,Olympia Avenue,Woburn,01801,United States
Museum Associates,34.063602,-118.35899,Wilshire Boulevard,Los Angeles,90036,United States
"Femtosenselabs, Llc",40.46466,-86.92816,Win Hentschel Boulevard,West Lafayette,47906,United States
"Air Force, United States Department Of The",33.919037,-118.38116,North Aviation Boulevard,El Segundo,90245,United States
Pi Radio Inc,40.65477,-73.95837,Clarkson Avenue,New York,11226,United States
"Bhouri, Mohamed Aziz",40.798508,-73.967125,West 103rd Street,New York,10025,United States
"Guardion, Inc.",42.47808,-71.19022,South Bedford Street,Burlington,01803,United States
William Jewell College,39.244747,-94.41941,South Water Street,Liberty,64068,United States
University Of Wisconsin-Superior,46.705864,-92.08988,North 28th Street,Superior,54880,United States
Seoul National University,37.46691,126.94771,신림로,Seoul,08825,South Korea
Texas A&M at Qatar,25.5,51.25,حينة الصلة,العطورية,,Qatar
University of Cape Town,-33.956757,18.467577,Baxter Avenue,Cape Town,7700,South Africa
CUNY,40.74852,-73.98364,5 Ave,New York,10016,United States
University of Delaware,39.680332,-75.753075,The Green,Newark,19716,United States
IIIT Delhi,28.546326,77.273254,Mathura Road,New Delhi,110020,India
University of Hong Kong,22.28552,114.15769,Zhongxi Qu,Hong Kong,,
Peking University,40.173367,116.15722,102202,Beijing,,China
Georgia Institute of Technology,33.77603,-84.39884,Atlantic Drive Northwest,Atlanta,30318,United States
Washington University in St. Louis,38.62727,-90.19789,Market Street,St. Louis,63101,United States
York University,43.774174,-79.504745,Campus Walk,North York,M3J 3K9,Canada
Lund University,55.71265,13.210759,Klas Anshelms Väg,Lund,223 63,Sweden
IT University of Copenhagen,55.659657,12.591077,Rued Langgaards Vej,København,2300,Denmark
Rochester Institute of Technology,43.08249,-77.67291,Lomb Memorial Drive,Rochester,14623,United States
University of Massachusetts Amherst,42.38694,-72.529915,Commonwealth Avenue,Amherst,01003,United States
University of Bremen,53.107964,8.855664,Badgasteiner Straße,Bremen,28359,Germany
Csu Fullerton,33.87422,-117.889626,North State College Boulevard,Fullerton,92831,United States
College of William and Mary,37.269085,-76.72274,Wake Drive,Williamsburg,23185,United States
"School Of Biosciences, The University Of Sheffield",47.639553,-122.400986,34th Avenue West,Seattle,98199,United States
University of Bern,46.950974,7.438684,Sidlerstrasse,Bern,3012,Switzerland
Cuny Medgar Evers College,40.666218,-73.957054,Bedford Avenue,New York,11225,United States
"Altrix Medical, Inc.",38.8362,-77.48379,Vine Cottage Drive,Centreville,20120,United States
Hunan University,28.17971,112.941315,410012,Changsha Shi,,China
Caza Health Llc,38.14421,-78.49366,Reas Ford Road,Earlysville,22936,United States
Lancaster University,54.009754,-2.7875726,Library Avenue,Lancaster,LA1 4XX,United Kingdom
TU Eindhoven,51.44866,5.4904,De Zaale,Eindhoven,5612 AJ,Netherlands
Université Paris Dauphine,44.109993,3.552451,Route De L'observatoire,Val-d'Aigoual,30570,France
University of Oregon,44.04455,-123.07174,East 15th Avenue,Eugene,97403,United States
Masaryk University,49.198658,16.605627,Moravské Náměstí,Brno,60200,Czech Republic
University of Massachusetts Boston,42.314068,-71.03871,Morrissey Blvd.,Dorchester,02125,United States
"Wave Logix, Inc.",40.450428,-86.90365,East Navajo Street,West Lafayette,47906,United States
Keio University,35.552086,139.64958,日吉4丁目1番,横浜市,223-0061,Japan
University of Glasgow,55.872314,-4.289219,University Avenue,Glasgow,G12 8LU,United Kingdom
IIT (BHU) Varanasi,25.26017,82.990845,Radial Road 11,Varanasi,221005,India
Hasso Plattner Institute,52.393436,13.131929,Prof.-Dr.-Helmert-Straße,Potsdam,14482,Germany
Technion,32.774574,35.02364,דוד רוז,Haifa,,Israel
IIT Gandhinagar,23.21643,72.68764,Hostel Road,Gandhinagar,382355,India
Solvus Global Llc,42.278324,-71.799355,Prescott Street,Worcester,01605,United States
Université de Sherbrooke,45.40008,-71.89908,Rue Belvédère Nord,Sherbrooke,J1H 4A7,Canada
IIT Bombay,19.132618,72.91498,Main Building Entrance Road,Mumbai,400076,India
USTC,31.839071,117.264206,230022,Hefei Shi,,China
University of Zurich,47.496845,8.729807,Wildbachstrasse,Winterthur,8400,Switzerland
National Cheng Kung University,22.999191,120.21625,雲平大道,臺南市,701,Taiwan
UESTC,22.529661,113.38448,528406,Zhongshan Shi,,China
Cyprus University of Technology,34.67669,33.04455,Andrea Themistokleous,Λεμεσός,3041,Cyprus
UFU,-18.918224,-48.25742,Alameda Dos Juritis,Uberlândia,38408,Brazil
University of Auckland,-36.84906,174.77402,Anzac Avenue,Auckland,1010,New Zealand
"Thermaquil, Inc.",40.044678,-75.40805,Sugartown Road,Wayne,19087,United States
Nanyang Technological University,1.3484104,103.68293,Nanyang Drive,Singapore,639798,
University of Helsinki,60.175648,24.95355,Siltavuorenpenger,Helsinki,00170,Finland
NTUA,37.97788,23.782179,Ηρώων Πολυτεχνείου,Zografos,157 72,Greece
McGill University,45.506916,-73.57912,Avenue Du Docteur-Penfield,Montréal,H3A 0G1,Canada
Toronto Metropolitan University,43.658325,-79.37892,Gould Street,Toronto,M5B 1E9,Canada
University of Nevada,36.09945,-115.14422,Bock Street,Las Vegas,89119,United States
IIT Indore,22.526928,75.92621,Sports Road,Dr Ambedkar Nagar,453552,India
King's College London,51.515106,-0.1106725,Rolls Buildings,London,EC4A 1BT,United Kingdom
Wuhan University,30.537354,114.36152,430070,Wuhan Shi,,China
CRIStAL,50.607082,3.1373467,Avenue Henri Poincaré,Villeneuve-d'Ascq,59650,France
University of Louisiana - Lafayette,30.21929,-92.04138,Cajundome Boulevard,Lafayette,70506,United States
Simon Fraser University,49.27671,-122.9178,South Campus Road,Burnaby,V5A 0G4,Canada
Univ. of California - Irvine,33.64319,-117.840164,Engineering Quad,Irvine,92617,United States
TU Dresden,51.02828,13.735983,Zellescher Weg,Dresden,01069,Germany
Graz University of Technology,47.05821,15.460195,Inffeldgasse,Graz,8010,Austria
Czech Technical University,50.1029,14.394635,Jugoslávských Partyzánů,Praha,16000,Czech Republic
University of Mississippi,34.364613,-89.539635,Chapel Lane,Oxford,38655,United States
University of Vienna,48.213127,16.360685,Universitätsring,Vienna,1010,Austria
Old Dominion University,36.88627,-76.30972,Elkhorn Avenue,Norfolk,23508,United States
Collin County Community College,33.162373,-96.63868,Spur 399,McKinney,75069,United States
Oncosting Llc,39.291115,-76.58709,South Chester Street,Baltimore,21231,United States
"Conox, Llc",30.128904,-95.55152,Oak Knot Drive,Spring,77389,United States
Berd Llc,44.919113,-93.413475,11th Avenue South,Hopkins,55343,United States
Northeastern Junior College,38.447826,-122.71599,Benton Street,Santa Rosa,95404,United States
Illinois Institute of Technology,41.835255,-87.626434,South State Street,Chicago,60616,United States
Heriot-Watt University,55.910297,-3.3234475,Third Gait,Currie,EH14 4AS,United Kingdom
Microgrid Labs Inc.,35.812702,-78.91119,Grogans Mill Drive,Cary,27519,United States
Univ. of Illinois at Urbana-Champaign,40.099117,-88.23852,South First Street,Champaign,61820,United States
University of Regina,50.415226,-104.589,University Drive South,Regina,S4S 7J7,Canada
Charles University,50.213375,15.835121,Šimkova,Hradec Králové,50003,Czech Republic
IIIT Hyderabad,17.445496,78.34855,Campus Road,Hyderabad,500032,India
EPFL,46.518658,6.5665617,Place Maurice Cosandey,Lausanne,1015,Switzerland
Bundeswehr University Munich,48.07663,11.635974,Reihe 30,Unterhaching,82008,Germany
"Activsignal, Llc",42.40541,-71.18639,Marsh Street,Belmont,02478,United States
"Marani Health, Inc.",45.000328,-92.949165,Hopkins Place,Oakdale,55128,United States
D'youville College,42.90243,-78.890656,Porter Avenue,Buffalo,14201,United States
Macquarie University,-33.774033,151.1127,Wally's Walk,Sydney,2113,Australia
University of Memphis,35.11894,-89.93722,University,Memphis,38152,United States
Ben-Gurion University of the Negev,31.263124,34.80224,פרופסור חיים חנני,Beer Sheva,,Israel
University of Nebraska,40.82292,-96.704056,Salt Creek Roadway,Lincoln,68588,United States
University of Alabama - Huntsville,34.72491,-86.64049,John Wright Dr NW,Huntsville,35805,United States
Utrecht University,52.087017,5.1801004,Umc Ambulancetunnel,Utrecht,3584 CX,Netherlands
Stevens Institute of Technology,40.74481,-74.02524,Castle Point Terrace,Hoboken,07030,United States
TU Munich,48.149925,11.566484,Luisenstraße,München,80333,Germany
University of Ottawa,45.422527,-75.68339,Université Private,Ottawa,K1N 6N5,Canada
University College London,51.524204,-0.1330007,Gordon Square,London,WC1H 0AW,United Kingdom
California Institute of Technology,34.137012,-118.12529,East California Boulevard,Pasadena,91125,United States
University of Marburg,50.80904,8.77069,Markt,Marburg,35037,Germany
University of York,53.94539,-1.0314593,Lakeside Way,York,YO10 5FZ,United Kingdom
TU Crete,35.31046,25.564606,Μιλάτος - Παραλία,Vrachassio,724 00,Greece
University of Kent,51.295017,1.0673012,University Road,Canterbury,CT2 7UG,United Kingdom
University of Tokyo,35.711716,139.76375,本郷7丁目3番,東京都,113-0033,Japan
Victoria University of Wellington,-41.28988,174.76839,Waiteata Road,Wellington,6012,New Zealand
Univ. of Maryland - Baltimore County,39.252377,-76.708916,Hilltop Circle,Baltimore,21228,United States
University of Utah,40.762814,-111.83687,East South Campus Drive,Salt Lake City,84112,United States
TU Delft,51.99883,4.3739605,Mekelweg,Delft,2628 CD,Netherlands
Max Planck Society,48.263336,11.676567,Isarauenweg,Garching bei München,85748,Germany
University of Central Florida,28.598997,-81.19713,Libra Drive,Orlando,32816,United States
University of North Texas,33.209892,-97.151474,North Avenue C,Denton,76201,United States
IIT Goa,15.423661,73.9806,Squares Street,Ponda,403401,India
IIT Kanpur,26.512337,80.233826,4th Avenue,Kanpur,208016,India
University of Canterbury,-43.52409,172.5803,Ilam Road,Christchurch,8041,New Zealand
Univ. of California - Riverside,33.963707,-117.33978,Le Conte Drive,Riverside,92507,United States
Harbin Institute of Technology,45.74159,126.625565,150006,Ha'erbin Shi,,China
University of Malta,35.902107,14.483406,Il-Kwadranglu Tal-Università,Msida,MSD,Malta
Aarhus University,56.16709,10.202618,Wilhelm Meyers Allé,Aarhus,8000,Denmark
University of Louisville,38.21332,-85.757706,Eastern Parkway,Louisville,40292,United States
Aalto University,60.186077,24.828102,Otakaari,Espoo,02150,Finland
University of Twente,52.223385,6.885424,Fortuinstraat,Enschede,7514 AE,Netherlands
TU Clausthal,51.801956,10.345506,Agricolastraße,Clausthal-Zellerfeld,38678,Germany
